"num_projeto";"data_apresentacao";"autor";"localizacao_atual";"status";"data_ultima_tram";"ultima_acao";"projeto";"data"
"IND 2192/2020 - Indicação";"10 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-10
"IND 2191/2020 - Indicação";"10 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-10
"IND 2190/2020 - Indicação";"7 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-07
"IND 2189/2020 - Indicação";"8 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-08
"IND 2188/2020 - Indicação";"8 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-08
"IND 2187/2020 - Indicação";"8 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-08
"IND 2186/2020 - Indicação";"8 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-08
"IND 2185/2020 - Indicação";"3 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-03
"IND 2184/2020 - Indicação";"3 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-03
"IND 2183/2020 - Indicação";"7 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-07
"IND 2182/2020 - Indicação";"7 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-07
"IND 2181/2020 - Indicação";"7 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-07
"IND 2180/2020 - Indicação";"7 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-07
"IND 2179/2020 - Indicação";"8 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-08
"IND 2178/2020 - Indicação";"8 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-08
"IND 2177/2020 - Indicação";"8 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-08
"IND 2176/2020 - Indicação";"8 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-08
"IND 2175/2020 - Indicação";"8 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-08
"IND 2174/2020 - Indicação";"8 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-08
"IND 2173/2020 - Indicação";"8 De Dezembro De 2020 ";"Adelino Follador";NA;NA;NA;NA;"IND";2020-12-08
"IND 2172/2020 - Indicação";"8 De Dezembro De 2020 ";"Jhony Paixão";NA;NA;NA;NA;"IND";2020-12-08
"IND 2171/2020 - Indicação";"10 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-10
"IND 2170/2020 - Indicação";"10 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-10
"IND 2169/2020 - Indicação";"3 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-03
"IND 2168/2020 - Indicação";"3 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-03
"IND 2167/2020 - Indicação";"3 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-03
"IND 2166/2020 - Indicação";"10 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-10
"IND 2165/2020 - Indicação";"2 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-02
"IND 2164/2020 - Indicação";"3 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-03
"IND 2163/2020 - Indicação";"2 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-02
"IND 2162/2020 - Indicação";"1 De Dezembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-12-01
"IND 2161/2020 - Indicação";"7 De Dezembro De 2020 ";"Dr Neidson";NA;NA;NA;NA;"IND";2020-12-07
"IND 2160/2020 - Indicação";"2 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-02
"IND 2159/2020 - Indicação";"1 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-01
"IND 2158/2020 - Indicação";"26 De Novembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-11-26
"IND 2157/2020 - Indicação";"1 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-01
"IND 2156/2020 - Indicação";"1 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-01
"IND 2155/2020 - Indicação";"1 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-01
"IND 2154/2020 - Indicação";"2 De Dezembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-12-02
"IND 2153/2020 - Indicação";"2 De Dezembro De 2020 ";"Alex Redano";NA;NA;NA;NA;"IND";2020-12-02
"IND 2152/2020 - Indicação";"18 De Novembro De 2020 ";"Cirone Deiró";NA;NA;NA;NA;"IND";2020-11-18
"IND 2151/2020 - Indicação";"1 De Dezembro De 2020 ";"Dr Neidson";NA;NA;NA;NA;"IND";2020-12-01
"IND 2150/2020 - Indicação";"30 De Novembro De 2020 ";"Marcelo Cruz";NA;NA;NA;NA;"IND";2020-11-30
"IND 2149/2020 - Indicação";"23 De Novembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-11-23
"IND 2148/2020 - Indicação";"23 De Novembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-11-23
"IND 2147/2020 - Indicação";"23 De Novembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-11-23
"IND 2146/2020 - Indicação";"20 De Novembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-11-20
"IND 2145/2020 - Indicação";"23 De Novembro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-11-23
"IND 2144/2020 - Indicação";"23 De Novembro De 2020 ";"Luizinho Goebel";NA;NA;NA;NA;"IND";2020-11-23
"IND 2143/2020 - Indicação";"18 De Novembro De 2020 ";"Luizinho Goebel";NA;NA;NA;NA;"IND";2020-11-18
"IND 2142/2020 - Indicação";"18 De Novembro De 2020 ";"Luizinho Goebel";NA;NA;NA;NA;"IND";2020-11-18
"IND 2141/2020 - Indicação";"18 De Novembro De 2020 ";"Luizinho Goebel";NA;NA;NA;NA;"IND";2020-11-18
"IND 2140/2020 - Indicação";"24 De Novembro De 2020 ";"Adelino Follador";NA;NA;NA;NA;"IND";2020-11-24
"IND 2139/2020 - Indicação";"24 De Novembro De 2020 ";"Ezequiel Neiva";NA;NA;NA;NA;"IND";2020-11-24
"IND 2138/2020 - Indicação";"19 De Novembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-11-19
"IND 2137/2020 - Indicação";"23 De Novembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-11-23
"IND 2136/2020 - Indicação";"23 De Novembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-11-23
"IND 2135/2020 - Indicação";"23 De Novembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-11-23
"IND 2134/2020 - Indicação";"18 De Novembro De 2020 ";"Dr Neidson";NA;NA;NA;NA;"IND";2020-11-18
"IND 2133/2020 - Indicação";"22 De Outubro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-10-22
"IND 2132/2020 - Indicação";"12 De Novembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-11-12
"IND 2131/2020 - Indicação";"10 De Novembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-11-10
"IND 2130/2020 - Indicação";"23 De Outubro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-10-23
"IND 2129/2020 - Indicação";"16 De Novembro De 2020 ";"Chiquinho Da Emater";NA;NA;NA;NA;"IND";2020-11-16
"IND 2128/2020 - Indicação";"26 De Outubro De 2020 ";"Chiquinho Da Emater";NA;NA;NA;NA;"IND";2020-10-26
"IND 2127/2020 - Indicação";"16 De Novembro De 2020 ";"Chiquinho Da Emater";NA;NA;NA;NA;"IND";2020-11-16
"IND 2126/2020 - Indicação";"4 De Novembro De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-11-04
"IND 2125/2020 - Indicação";"11 De Novembro De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-11-11
"IND 2124/2020 - Indicação";"10 De Novembro De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-11-10
"IND 2123/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2122/2020 - Indicação";"9 De Novembro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-11-09
"IND 2121/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2120/2020 - Indicação";"27 De Outubro De 2020 ";NA;NA;NA;NA;NA;"IND";2020-10-27
"IND 2119/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2118/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2117/2020 - Indicação";"27 De Outubro De 2020 ";NA;NA;NA;NA;NA;"IND";2020-10-27
"IND 2116/2020 - Indicação";"27 De Outubro De 2020 ";NA;NA;NA;NA;NA;"IND";2020-10-27
"IND 2115/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2114/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2113/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2112/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2111/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2110/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2109/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2108/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2107/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2106/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2105/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2104/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2103/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2102/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2101/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2100/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2099/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2098/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2097/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2096/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2095/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2094/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2093/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2092/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2091/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2090/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2089/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2088/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2087/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2086/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2085/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2084/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2083/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2082/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2081/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2080/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2079/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2078/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2077/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2076/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2075/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2074/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2073/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2072/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2071/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2070/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2069/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2068/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2067/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2066/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2065/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2064/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2063/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2062/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2061/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2060/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2059/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2058/2020 - Indicação";"19 De Outubro De 2020 ";"Jhony Paixão";NA;NA;NA;NA;"IND";2020-10-19
"IND 2057/2020 - Indicação";"20 De Outubro De 2020 ";"Jhony Paixão";NA;NA;NA;NA;"IND";2020-10-20
"IND 2056/2020 - Indicação";"5 De Novembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-11-05
"IND 2055/2020 - Indicação";"5 De Novembro De 2020 ";"Eyder Brasil";NA;NA;NA;NA;"IND";2020-11-05
"IND 2054/2020 - Indicação";"3 De Novembro De 2020 ";"Cirone Deiró";NA;NA;NA;NA;"IND";2020-11-03
"IND 2053/2020 - Indicação";"24 De Outubro De 2020 ";"Cirone Deiró";NA;NA;NA;NA;"IND";2020-10-24
"IND 2052/2020 - Indicação";"3 De Novembro De 2020 ";"Cirone Deiró";NA;NA;NA;NA;"IND";2020-11-03
"IND 2051/2020 - Indicação";"3 De Novembro De 2020 ";"Cirone Deiró";NA;NA;NA;NA;"IND";2020-11-03
"IND 2050/2020 - Indicação";"27 De Outubro De 2020 ";"Cirone Deiró";NA;NA;NA;NA;"IND";2020-10-27
"IND 2049/2020 - Indicação";"28 De Outubro De 2020 ";"Cirone Deiró";NA;NA;NA;NA;"IND";2020-10-28
"IND 2048/2020 - Indicação";"29 De Outubro De 2020 ";"Cirone Deiró";NA;NA;NA;NA;"IND";2020-10-29
"IND 2047/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2046/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2045/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2044/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2043/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2042/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2041/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2040/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2039/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2038/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2037/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2036/2020 - Indicação";"27 De Outubro De 2020 ";NA;NA;NA;NA;NA;"IND";2020-10-27
"IND 2035/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2034/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2033/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2032/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2031/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2030/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2029/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2028/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2027/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2026/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2025/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2024/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2023/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2022/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2021/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2020/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2019/2020 - Indicação";"27 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-27
"IND 2018/2020 - Indicação";"3 De Novembro De 2020 ";"Dr Neidson";NA;NA;NA;NA;"IND";2020-11-03
"IND 2017/2020 - Indicação";"28 De Outubro De 2020 ";"Dr Neidson";NA;NA;NA;NA;"IND";2020-10-28
"IND 2016/2020 - Indicação";"28 De Outubro De 2020 ";"Dr Neidson";NA;NA;NA;NA;"IND";2020-10-28
"IND 2015/2020 - Indicação";"29 De Outubro De 2020 ";"Dr Neidson";NA;NA;NA;NA;"IND";2020-10-29
"IND 2014/2020 - Indicação";"28 De Outubro De 2020 ";"Dr Neidson";NA;NA;NA;NA;"IND";2020-10-28
"IND 2013/2020 - Indicação";"28 De Outubro De 2020 ";"Dr Neidson";NA;NA;NA;NA;"IND";2020-10-28
"IND 2012/2020 - Indicação";"27 De Outubro De 2020 ";"Ismael Crispin";NA;NA;NA;NA;"IND";2020-10-27
"IND 2011/2020 - Indicação";"26 De Outubro De 2020 ";"Chiquinho Da Emater";NA;NA;NA;NA;"IND";2020-10-26
"IND 2010/2020 - Indicação";"28 De Outubro De 2020 ";"Chiquinho Da Emater";NA;NA;NA;NA;"IND";2020-10-28
"IND 2009/2020 - Indicação";"19 De Outubro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-10-19
"IND 2008/2020 - Indicação";"26 De Outubro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-10-26
"IND 2007/2020 - Indicação";"26 De Outubro De 2020 ";"Anderson Pereira";NA;NA;NA;NA;"IND";2020-10-26
"IND 2006/2020 - Indicação";"28 De Outubro De 2020 ";"Lazinho Da Fetagro";NA;NA;NA;NA;"IND";2020-10-28
"IND 2005/2020 - Indicação";"27 De Outubro De 2020 ";"Dr Neidson";NA;NA;NA;NA;"IND";2020-10-27
"IND 2004/2020 - Indicação";"21 De Outubro De 2020 ";"Dr Neidson";NA;NA;NA;NA;"IND";2020-10-21
"IND 2003/2020 - Indicação";"8 De Outubro De 2020 ";NA;NA;NA;NA;NA;"IND";2020-10-08
"IND 2002/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 2001/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 2000/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1999/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1998/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1997/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1996/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1995/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1994/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1993/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1992/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1991/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1990/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1989/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1988/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1987/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1986/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1985/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1984/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1983/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1982/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1981/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1980/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1979/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1978/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1977/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1976/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1975/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
"IND 1974/2020 - Indicação";"17 De Outubro De 2020 ";"Jair Montes";NA;NA;NA;NA;"IND";2020-10-17
